✔ cards preserve outer tracks, regions and headings while measuring a rounded inner box (8.156042ms)
✔ slide false overrides host cards; nested leaves receive one inset and preserve group geometry (1.427667ms)
✔ card padding participates in automatic score, strict overflow and whole-document pagination (222.243209ms)
✔ accepted code uses rounded cells and preserves body compatibility without repeated explanation measurements (2.62675ms)
✔ candidate penalties include complete code metadata and charge overflowing leaves once (10.061375ms)
✔ strict ancestors reject code metadata paths and cannot be weakened by descendants (189.509084ms)
✔ explicit code placement and weights remain authoritative even when metadata overflows (14.622167ms)
✔ pagination preserves exact code bytes, metadata, ranges and floors across wide and portrait slides (272.280041ms)
✔ irreducible code metadata rejects pagination even after earlier content or with an empty body (180.821542ms)
✔ complete code parts preserve exact filename, language, body, whitespace and hard line boundaries (9.368916ms)
✔ shorthand, empty source and absent metadata retain their source and generated-label distinction (5.796792ms)
✔ long language labels and filenames are measured within their cell before allocating the body (12.994292ms)
✔ wrapped whitespace and graphemes retain contiguous source offsets, including CRLF and blank final lines (0.515583ms)
✔ tabs use measured space stops and never send control tabs to the font-width provider (0.382917ms)
✔ readability floors scale once and body shrinking preserves all code content (0.222083ms)
✔ irreducible body and metadata failures remain explicit; strict mode does not return partial output (14.705875ms)
✔ invalid inner boxes never become invented one-pixel fits; malformed options reject (1.677708ms)
✔ font trials stay bounded independently of canvas scale (19.171291ms)
✔ opaque contrast follows unrounded sRGB luminance thresholds (1.084917ms)
✔ chart marks retain passing colors and brighten/darken failing opaque palettes (19.291708ms)
  ✔ example 'german-works-council-update' has the expected shape and validates without warnings (0.056583ms)
  ✔ example 'india-rural-payments-pilot' has the expected shape and validates without warnings (0.037292ms)
  ✔ example 'japan-market-entry-readout' has the expected shape and validates without warnings (0.038292ms)
  ✔ example 'customer-qbr-renewal-deck' has the expected shape and validates without warnings (0.0635ms)
  ✔ example 'data-incident-postmortem' has the expected shape and validates without warnings (0.058875ms)
  ✔ example 'developer-conference-talk' has the expected shape and validates without warnings (1.233292ms)
  ✔ example 'executive-workshop-facilitation' has the expected shape and validates without warnings (0.142083ms)
  ✔ example 'manager-training-deck' has the expected shape and validates without warnings (0.171125ms)
  ✔ example 'monthly-board-update' has the expected shape and validates without warnings (0.054208ms)
  ✔ example 'policy-briefing-for-advisors' has the expected shape and validates without warnings (0.152875ms)
  ✔ example 'product-launch-narrative' has the expected shape and validates without warnings (0.145ms)
  ✔ example 'research-findings-report' has the expected shape and validates without warnings (0.127125ms)
  ✔ example 'seed-pitch-for-climate-risk-api' has the expected shape and validates without warnings (0.041625ms)
  ✔ example 'asset-source-forms' has the expected shape and validates without warnings (0.130375ms)
  ✔ example 'block-composition' has the expected shape and validates without warnings (0.078667ms)
  ✔ example 'catalog-overrides' has the expected shape and validates without warnings (0.110625ms)
  ✔ example 'chart-data-sources' has the expected shape and validates without warnings (0.043916ms)
  ✔ example 'chart-type-sampler' has the expected shape and validates without warnings (0.075667ms)
  ✔ example 'columns' has the expected shape and validates without warnings (0.079916ms)
  ✔ example 'content-payload-matrix' has the expected shape and validates without warnings (0.188708ms)
  ✔ example 'design-backgrounds' has the expected shape and validates without warnings (0.092042ms)
  ✔ example 'dynamic-composition' has the expected shape and validates without warnings (0.178834ms)
  ✔ example 'full-feature-tour' has the expected shape and validates without warnings (0.301125ms)
  ✔ example 'grid-spans' has the expected shape and validates without warnings (0.088833ms)
  ✔ example 'header-footer-logo-set' has the expected shape and validates without warnings (0.065625ms)
  ✔ example 'language-and-writing' has the expected shape and validates without warnings (0.03475ms)
  ✔ example 'media-and-follow-up' has the expected shape and validates without warnings (0.061417ms)
  ✔ example 'metadata-array-forms' has the expected shape and validates without warnings (0.034084ms)
  ✔ example 'metrics-quotes-timeline' has the expected shape and validates without warnings (0.048458ms)
  ✔ example 'minimal' has the expected shape and validates without warnings (0.039375ms)
  ✔ example 'narrative-beats' has the expected shape and validates without warnings (0.047625ms)
  ✔ example 'promoted-region-grid' has the expected shape and validates without warnings (0.104416ms)
  ✔ example 'rich-text-runs' has the expected shape and validates without warnings (0.08425ms)
  ✔ example 'root-content' has the expected shape and validates without warnings (0.04725ms)
  ✔ example 'rows-chart' has the expected shape and validates without warnings (0.108584ms)
  ✔ example 'slide-design-overrides' has the expected shape and validates without warnings (0.077375ms)
  ✔ example 'slide-sections' has the expected shape and validates without warnings (0.065417ms)
  ✔ example 'table-and-code' has the expected shape and validates without warnings (0.066833ms)
  ✔ example 'table-cell-types' has the expected shape and validates without warnings (0.054459ms)
✔ every bundled example validates cleanly (204.610459ms)
▶ galleries
  ✔ gallery 'business-functions' is well-formed (0.05825ms)
  ✔ gallery 'design-and-media' is well-formed (0.014958ms)
  ✔ gallery 'education' is well-formed (0.014208ms)
  ✔ gallery 'government' is well-formed (0.015042ms)
  ✔ gallery 'industries' is well-formed (0.017417ms)
  ✔ gallery 'international' is well-formed (0.012458ms)
  ✔ gallery 'presentation-types' is well-formed (0.012792ms)
  ✔ getExamplesByGallery matches gallery.examples length for the first gallery (0.069333ms)
  ✔ getGallery resolves a known slug and returns undefined for a bogus one (0.033708ms)
✔ galleries (0.340709ms)
✔ getExample resolves a known slug (0.029709ms)
✔ getExamplesByCategory returns results for a known category (0.032708ms)
▶ bundled docs
  ✔ has at least one doc (0.101041ms)
  ✔ doc 'agent-skills' has required fields (0.047084ms)
  ✔ doc 'catalog-schema-reference' has required fields (0.016709ms)
  ✔ doc 'content-item-design-overrides' has required fields (0.014167ms)
  ✔ doc 'content-payloads' has required fields (0.017417ms)
  ✔ doc 'data-import' has required fields (0.01375ms)
  ✔ doc 'design-resolution' has required fields (0.013167ms)
  ✔ doc 'dynamic-composition' has required fields (0.014166ms)
  ✔ doc 'ecosystem-development' has required fields (0.012125ms)
  ✔ doc 'evidence-2026-09-08-windows' has required fields (0.012542ms)
  ✔ doc 'examples' has required fields (0.016917ms)
  ✔ doc 'font-fidelity' has required fields (0.013625ms)
  ✔ doc 'handoff-2026-09-08' has required fields (0.014375ms)
  ✔ doc 'handoff-2026-09-10-wrap-up' has required fields (0.011083ms)
  ✔ doc 'handoff-mac-owner-2026-09-10' has required fields (0.012625ms)
  ✔ doc 'handoff-windows-native-2026-09-10' has required fields (0.012291ms)
  ✔ doc 'handoff' has required fields (0.01275ms)
  ✔ doc 'how-opf-works' has required fields (0.012542ms)
  ✔ doc 'live-editor' has required fields (0.0115ms)
  ✔ doc 'llm-authoring' has required fields (0.012667ms)
  ✔ doc 'native-content-release-2026-09-09' has required fields (0.015334ms)
  ✔ doc 'native-feature-matrix-2026-09-09' has required fields (0.036042ms)
  ✔ doc 'open-ecosystem' has required fields (0.013125ms)
  ✔ doc 'pr-backlog-2026-09-09' has required fields (0.011167ms)
  ✔ doc 'release-process' has required fields (0.0125ms)
  ✔ doc 'rich-text' has required fields (0.01275ms)
  ✔ doc 'schema-reference' has required fields (0.013459ms)
  ✔ doc 'security-2026-09-09' has required fields (0.030791ms)
  ✔ doc 'table-text-colors' has required fields (0.013ms)
  ✔ doc slugs include 'schema-reference' and getDoc resolves known/unknown slugs (0.043416ms)
✔ bundled docs (0.805209ms)
▶ fenced JSON presentation examples embedded in docs
  ✔ doc 'design-resolution' fenced JSON example #0 validates cleanly (0.129416ms)
  ✔ doc 'design-resolution' fenced JSON example #1 validates cleanly (0.047375ms)
  ✔ doc 'dynamic-composition' fenced JSON example #0 validates cleanly (0.040125ms)
  ✔ doc 'how-opf-works' fenced JSON example #0 validates cleanly (0.026625ms)
  ✔ doc 'how-opf-works' fenced JSON example #1 validates cleanly (0.039791ms)
  ✔ doc 'how-opf-works' fenced JSON example #2 validates cleanly (0.028333ms)
  ✔ doc 'how-opf-works' fenced JSON example #3 validates cleanly (0.102709ms)
  ✔ doc 'llm-authoring' fenced JSON example #0 validates cleanly (0.042333ms)
  ✔ at least 5 presentation examples are validated across docs (0.020125ms)
✔ fenced JSON presentation examples embedded in docs (0.557542ms)
▶ schema $ids
  ✔ presentation schema has the canonical $id (0.26075ms)
  ✔ audience schema has the canonical $id (0.050584ms)
  ✔ socialPlatform schema has the canonical $id (0.038458ms)
✔ schema $ids (0.752708ms)
▶ catalog export shapes
  ✔ audiences catalog is non-empty (0.1185ms)
  ✔ tones catalog is non-empty (0.036416ms)
  ✔ socialPlatforms catalog is non-empty (0.031542ms)
  ✔ catalogs.audiences matches the audiences export length (0.041292ms)
  ✔ catalogs.socialPlatforms matches the socialPlatforms export length (0.042459ms)
  ✔ catalogs.chartTypes is non-empty (0.044375ms)
  ✔ chartTypes catalog keeps 'united-kingdom' and drops the removed typo id (0.0795ms)
  ✔ chartTypes catalogEntries entry has the expected schemaName and files (0.053667ms)
  ✔ socialPlatforms catalogEntries entry has the expected schemaName (0.037208ms)
  ✔ purposes catalog is non-empty (0.024875ms)
  ✔ languages catalog includes English (US) and English (GB) with correct bcp47 tags (0.041458ms)
✔ catalog export shapes (0.749708ms)
▶ catalog entries validate
  ✔ catalog 'audiences' has records and its first record validates (30.157584ms)
  ✔ catalog 'purposes' has records and its first record validates (2.177209ms)
  ✔ catalog 'tones' has records and its first record validates (1.05225ms)
  ✔ catalog 'themes' has records and its first record validates (3.010125ms)
  ✔ catalog 'layouts' has records and its first record validates (2.827667ms)
  ✔ catalog 'chartTypes' has records and its first record validates (8.341375ms)
  ✔ catalog 'narratives' has records and its first record validates (1.942709ms)
  ✔ catalog 'socialPlatforms' has records and its first record validates (3.938792ms)
  ✔ catalog 'languages' has records and its first record validates (1.2285ms)
  ✔ catalog 'colorSchemes' has records and its first record validates (1.005959ms)
  ✔ catalog 'fontSchemes' has records and its first record validates (0.952917ms)
✔ catalog entries validate (56.890084ms)
▶ catalog cross-links resolve
  ✔ audiences/executives has no broken cross-links (0.127459ms)
  ✔ audiences/board has no broken cross-links (0.037083ms)
  ✔ audiences/engineering-team has no broken cross-links (0.025416ms)
  ✔ audiences/investors has no broken cross-links (0.0215ms)
  ✔ audiences/customers has no broken cross-links (0.022209ms)
  ✔ audiences/sales-team has no broken cross-links (0.025375ms)
  ✔ audiences/marketing-team has no broken cross-links (0.018041ms)
  ✔ audiences/all-hands has no broken cross-links (0.018625ms)
  ✔ audiences/candidates has no broken cross-links (0.018959ms)
  ✔ audiences/regulators has no broken cross-links (0.029958ms)
  ✔ purposes/inform has no broken cross-links (0.020833ms)
  ✔ purposes/decide has no broken cross-links (0.021916ms)
  ✔ purposes/align has no broken cross-links (0.018708ms)
  ✔ purposes/persuade has no broken cross-links (0.017917ms)
  ✔ purposes/educate has no broken cross-links (0.019417ms)
  ✔ purposes/report has no broken cross-links (0.022416ms)
  ✔ purposes/pitch has no broken cross-links (0.025709ms)
  ✔ purposes/sell has no broken cross-links (0.01875ms)
  ✔ purposes/plan has no broken cross-links (0.020042ms)
  ✔ tones/formal has no broken cross-links (0.031042ms)
  ✔ tones/casual has no broken cross-links (0.023333ms)
  ✔ tones/inspirational has no broken cross-links (0.017541ms)
  ✔ tones/technical has no broken cross-links (0.023ms)
  ✔ tones/persuasive has no broken cross-links (0.021584ms)
  ✔ tones/authoritative has no broken cross-links (0.017125ms)
  ✔ tones/conversational has no broken cross-links (0.017791ms)
  ✔ invalid en-UK language catalog record is rejected with a helpful message (0.063459ms)
  ✔ broken cross-links in a catalog record warn, never error (0.050375ms)
✔ catalog cross-links resolve (1.042458ms)
▶ repo readme export
  ✔ repoReadme ships as a non-trivial string mentioning the format name (0.090458ms)
✔ repo readme export (0.712917ms)
✔ public generated payload declarations agree with closed schema fields (825.839167ms)
✔ composition accepts complete metric geometry against its rounded cell and aliases the value fit (4.045041ms)
✔ metric scoring includes long metadata and charges each failing leaf once (5.604292ms)
✔ slide alignment overrides host alignment for complete metric parts (0.59375ms)
✔ strict ancestors reject complete metric field paths without changing source (1050.076ms)
✔ explicit metric placement and weights remain authoritative despite overflowing metadata (40.130584ms)
✔ atomic metric pagination preserves scalar/metadata types and persists its readable floor (68.996834ms)
✔ irreducible atomic metrics reject all pagination output including empty values after earlier content (90.263208ms)
✔ metric value, unit, labels, zero delta and trend retain their own editable source paths (2.258ms)
✔ short units stay next to the value on the same baseline; long units and values stack (47.967167ms)
✔ inline fitting tries a smaller single-line value before rejecting a compact readable metric (0.714917ms)
✔ metric alignment positions the inline pair together and records exact origins for every source line (0.385667ms)
✔ metadata borrows spare primary space before reducing type and exposes resolved style paths (0.222166ms)
✔ explicit readability floors raise nominal labels and remain invariant across canvas scales (0.328917ms)
✔ irreducible metadata retains all source and strict rejection reports its actual path (1.222208ms)
✔ empty optional fields retain source without blank spacing and an empty value stays targetable (0.13875ms)
✔ metric whitespace, tabs and Unicode retain exact line and segment boundaries (0.682458ms)
✔ invalid input, failed measurement and non-finite geometry reject without plausible substitute fits (0.4705ms)
✔ difficult metrics use a bounded deterministic candidate search independent of canvas scale (308.157042ms)
✔ metric outlines preserve exact tabs and whitespace while containing overhangs, tall ink and inline baselines (11.237583ms)
✔ metric outline-aware fitting retains the readability floor and rejects irreducible ink (4.188875ms)
✔ zero outline clearance is explicit and width-only providers retain prior geometry (0.285458ms)
✔ invalid metric outline providers and padding reject instead of silently accepting width-only fits (0.221416ms)
✔ plain source ranges retain whitespace, hard breaks and explicit tabs at every width (6.298625ms)
✔ nonbreaking prose tokens stay intact and overflow at the readability floor (0.207125ms)
✔ accepted scalar placement unions text outlines at tab stops without shaping controls (1.250458ms)
▶ layoutPreviews export
  ✔ is a non-empty record of HTML strings (0.684792ms)
✔ layoutPreviews export (1.511666ms)
▶ layoutPreviewIndex export
  ✔ records match Object.keys(layoutPreviews) exactly (1.3735ms)
  ✔ preview record 'action-plan' bytes match its source file's UTF-8 byte length (0.475834ms)
  ✔ preview record 'agenda' bytes match its source file's UTF-8 byte length (0.221084ms)
  ✔ preview record 'appendix-index' bytes match its source file's UTF-8 byte length (0.1815ms)
  ✔ preview record 'architecture-stack' bytes match its source file's UTF-8 byte length (0.171125ms)
  ✔ preview record 'assumptions-dependencies' bytes match its source file's UTF-8 byte length (0.168834ms)
  ✔ preview record 'before-after' bytes match its source file's UTF-8 byte length (0.217167ms)
  ✔ preview record 'benchmark-target-table' bytes match its source file's UTF-8 byte length (0.217709ms)
  ✔ preview record 'bullet-list' bytes match its source file's UTF-8 byte length (0.228834ms)
  ✔ preview record 'business-model-canvas' bytes match its source file's UTF-8 byte length (0.092083ms)
  ✔ preview record 'capability-map' bytes match its source file's UTF-8 byte length (0.076166ms)
  ✔ preview record 'case-study' bytes match its source file's UTF-8 byte length (0.056458ms)
  ✔ preview record 'chapter-recap' bytes match its source file's UTF-8 byte length (0.048584ms)
  ✔ preview record 'circular-lifecycle' bytes match its source file's UTF-8 byte length (0.044208ms)
  ✔ preview record 'comparison' bytes match its source file's UTF-8 byte length (0.041875ms)
  ✔ preview record 'competitive-landscape' bytes match its source file's UTF-8 byte length (0.041834ms)
  ✔ preview record 'customer-journey' bytes match its source file's UTF-8 byte length (0.041291ms)
  ✔ preview record 'customer-logos' bytes match its source file's UTF-8 byte length (0.047ms)
  ✔ preview record 'dashboard' bytes match its source file's UTF-8 byte length (0.046583ms)
  ✔ preview record 'data-visualization' bytes match its source file's UTF-8 byte length (0.048792ms)
  ✔ preview record 'decision-tree' bytes match its source file's UTF-8 byte length (0.0415ms)
  ✔ preview record 'detailed-data-table' bytes match its source file's UTF-8 byte length (0.108041ms)
  ✔ preview record 'ecosystem-map' bytes match its source file's UTF-8 byte length (0.042083ms)
  ✔ preview record 'executive-decision' bytes match its source file's UTF-8 byte length (0.038625ms)
  ✔ preview record 'executive-summary' bytes match its source file's UTF-8 byte length (0.04175ms)
  ✔ preview record 'faq' bytes match its source file's UTF-8 byte length (0.0455ms)
  ✔ preview record 'feature-comparison-matrix' bytes match its source file's UTF-8 byte length (0.043375ms)
  ✔ preview record 'forecast-scenario' bytes match its source file's UTF-8 byte length (0.041625ms)
  ✔ preview record 'funnel-pyramid' bytes match its source file's UTF-8 byte length (0.03975ms)
  ✔ preview record 'gantt-project-plan' bytes match its source file's UTF-8 byte length (0.038709ms)
  ✔ preview record 'geographic-map' bytes match its source file's UTF-8 byte length (0.03625ms)
  ✔ preview record 'heatmap-cohort' bytes match its source file's UTF-8 byte length (0.03775ms)
  ✔ preview record 'hub-and-spoke' bytes match its source file's UTF-8 byte length (0.036375ms)
  ✔ preview record 'icon-grid' bytes match its source file's UTF-8 byte length (0.03725ms)
  ✔ preview record 'image-focus' bytes match its source file's UTF-8 byte length (0.035542ms)
  ✔ preview record 'key-takeaway' bytes match its source file's UTF-8 byte length (0.036125ms)
  ✔ preview record 'kpi-scorecard' bytes match its source file's UTF-8 byte length (0.041042ms)
  ✔ preview record 'logic-tree' bytes match its source file's UTF-8 byte length (0.036ms)
  ✔ preview record 'market-size' bytes match its source file's UTF-8 byte length (0.036666ms)
  ✔ preview record 'matrix-quadrant' bytes match its source file's UTF-8 byte length (0.086ms)
  ✔ preview record 'network-dependency-map' bytes match its source file's UTF-8 byte length (0.042458ms)
  ✔ preview record 'one-column-explainer' bytes match its source file's UTF-8 byte length (0.038083ms)
  ✔ preview record 'org-chart' bytes match its source file's UTF-8 byte length (0.04575ms)
  ✔ preview record 'persona-grid' bytes match its source file's UTF-8 byte length (0.040792ms)
  ✔ preview record 'photo-grid' bytes match its source file's UTF-8 byte length (0.041416ms)
  ✔ preview record 'pricing-table' bytes match its source file's UTF-8 byte length (0.036333ms)
  ✔ preview record 'process-flow' bytes match its source file's UTF-8 byte length (0.078125ms)
  ✔ preview record 'product-feature' bytes match its source file's UTF-8 byte length (0.03825ms)
  ✔ preview record 'pros-cons' bytes match its source file's UTF-8 byte length (0.038333ms)
  ✔ preview record 'qa-discussion' bytes match its source file's UTF-8 byte length (0.046666ms)
  ✔ preview record 'quote-highlight' bytes match its source file's UTF-8 byte length (0.034583ms)
  ✔ preview record 'raci-matrix' bytes match its source file's UTF-8 byte length (0.040542ms)
  ✔ preview record 'risk-heatmap' bytes match its source file's UTF-8 byte length (0.035333ms)
  ✔ preview record 'roadmap' bytes match its source file's UTF-8 byte length (0.034084ms)
  ✔ preview record 'screenshot-walkthrough' bytes match its source file's UTF-8 byte length (0.045584ms)
  ✔ preview record 'section-divider' bytes match its source file's UTF-8 byte length (0.035042ms)
  ✔ preview record 'single-message-statement' bytes match its source file's UTF-8 byte length (0.034875ms)
